"state","period","measure","unempl_rate"
"Alabama","Jun 1976","seasonally adjusted","6.5"
"Alaska","Jun 1976","seasonally adjusted","7.1"
"Arizona","Jun 1976","seasonally adjusted","9.6"
"Arkansas","Jun 1976","seasonally adjusted","7"
"California","Jun 1976","seasonally adjusted","8.9"
"Colorado","Jun 1976","seasonally adjusted","5.6"
"Connecticut","Jun 1976","seasonally adjusted","9.5"
"Delaware","Jun 1976","seasonally adjusted","8.9"
"District of Columbia","Jun 1976","seasonally adjusted","8.7"
"Florida","Jun 1976","seasonally adjusted","8.9"
"Georgia","Jun 1976","seasonally adjusted","8"
"Hawaii","Jun 1976","seasonally adjusted","9.6"
"Idaho","Jun 1976","seasonally adjusted","5.6"
"Illinois","Jun 1976","seasonally adjusted","6.5"
"Indiana","Jun 1976","seasonally adjusted","5.8"
"Iowa","Jun 1976","seasonally adjusted","3.9"
"Kansas","Jun 1976","seasonally adjusted","4.2"
"Kentucky","Jun 1976","seasonally adjusted","5.4"
"Louisiana","Jun 1976","seasonally adjusted","6.8"
"Maine","Jun 1976","seasonally adjusted","8.5"
"Maryland","Jun 1976","seasonally adjusted","6.7"
"Massachusetts","Jun 1976","seasonally adjusted","9.6"
"Michigan","Jun 1976","seasonally adjusted","9.4"
"Minnesota","Jun 1976","seasonally adjusted","5.6"
"Mississippi","Jun 1976","seasonally adjusted","6.2"
"Missouri","Jun 1976","seasonally adjusted","6.1"
"Montana","Jun 1976","seasonally adjusted","5.9"
"Nebraska","Jun 1976","seasonally adjusted","3.1"
"Nevada","Jun 1976","seasonally adjusted","8.7"
"New Hampshire","Jun 1976","seasonally adjusted","6.5"
"New Jersey","Jun 1976","seasonally adjusted","10.4"
"New Mexico","Jun 1976","seasonally adjusted","8.9"
"New York","Jun 1976","seasonally adjusted","10.2"
"North Carolina","Jun 1976","seasonally adjusted","5.9"
"North Dakota","Jun 1976","seasonally adjusted","3.7"
"Ohio","Jun 1976","seasonally adjusted","7.7"
"Oklahoma","Jun 1976","seasonally adjusted","5.7"
"Oregon","Jun 1976","seasonally adjusted","9.1"
"Pennsylvania","Jun 1976","seasonally adjusted","8"
"Rhode Island","Jun 1976","seasonally adjusted","8"
"South Carolina","Jun 1976","seasonally adjusted","7"
"South Dakota","Jun 1976","seasonally adjusted","3"
"Tennessee","Jun 1976","seasonally adjusted","5.8"
"Texas","Jun 1976","seasonally adjusted","5.8"
"Utah","Jun 1976","seasonally adjusted","5.5"
"Vermont","Jun 1976","seasonally adjusted","8.5"
"Virginia","Jun 1976","seasonally adjusted","5.8"
"Washington","Jun 1976","seasonally adjusted","8.8"
"West Virginia","Jun 1976","seasonally adjusted","7.6"
"Wisconsin","Jun 1976","seasonally adjusted","5.4"
"Wyoming","Jun 1976","seasonally adjusted","4"
"Alabama","Jun 1976","not seasonally adjusted","7.7"
"Alaska","Jun 1976","not seasonally adjusted","7.5"
"Arizona","Jun 1976","not seasonally adjusted","10.4"
"Arkansas","Jun 1976","not seasonally adjusted","7.5"
"California","Jun 1976","not seasonally adjusted","8.9"
"Colorado","Jun 1976","not seasonally adjusted","6.3"
"Connecticut","Jun 1976","not seasonally adjusted","9.6"
"Delaware","Jun 1976","not seasonally adjusted","9.1"
"District of Columbia","Jun 1976","not seasonally adjusted","9.2"
"Florida","Jun 1976","not seasonally adjusted","9.5"
"Georgia","Jun 1976","not seasonally adjusted","8.8"
"Hawaii","Jun 1976","not seasonally adjusted","10.1"
"Idaho","Jun 1976","not seasonally adjusted","5.2"
"Illinois","Jun 1976","not seasonally adjusted","7.2"
"Indiana","Jun 1976","not seasonally adjusted","5.9"
"Iowa","Jun 1976","not seasonally adjusted","4"
"Kansas","Jun 1976","not seasonally adjusted","4.8"
"Kentucky","Jun 1976","not seasonally adjusted","5.8"
"Louisiana","Jun 1976","not seasonally adjusted","8"
"Maine","Jun 1976","not seasonally adjusted","8.1"
"Maryland","Jun 1976","not seasonally adjusted","6.8"
"Massachusetts","Jun 1976","not seasonally adjusted","9.8"
"Michigan","Jun 1976","not seasonally adjusted","9.8"
"Minnesota","Jun 1976","not seasonally adjusted","5.9"
"Mississippi","Jun 1976","not seasonally adjusted","8.2"
"Missouri","Jun 1976","not seasonally adjusted","6.5"
"Montana","Jun 1976","not seasonally adjusted","6.1"
"Nebraska","Jun 1976","not seasonally adjusted","3.3"
"Nevada","Jun 1976","not seasonally adjusted","9"
"New Hampshire","Jun 1976","not seasonally adjusted","6.4"
"New Jersey","Jun 1976","not seasonally adjusted","10.4"
"New Mexico","Jun 1976","not seasonally adjusted","10"
"New York","Jun 1976","not seasonally adjusted","10.2"
"North Carolina","Jun 1976","not seasonally adjusted","6.4"
"North Dakota","Jun 1976","not seasonally adjusted","4.1"
"Ohio","Jun 1976","not seasonally adjusted","7.9"
"Oklahoma","Jun 1976","not seasonally adjusted","6"
"Oregon","Jun 1976","not seasonally adjusted","8.8"
"Pennsylvania","Jun 1976","not seasonally adjusted","8.2"
"Rhode Island","Jun 1976","not seasonally adjusted","7.6"
"South Carolina","Jun 1976","not seasonally adjusted","7.6"
"South Dakota","Jun 1976","not seasonally adjusted","3"
"Tennessee","Jun 1976","not seasonally adjusted","6.7"
"Texas","Jun 1976","not seasonally adjusted","6.7"
"Utah","Jun 1976","not seasonally adjusted","6.1"
"Vermont","Jun 1976","not seasonally adjusted","8.5"
"Virginia","Jun 1976","not seasonally adjusted","6"
"Washington","Jun 1976","not seasonally adjusted","8.6"
"West Virginia","Jun 1976","not seasonally adjusted","7.5"
"Wisconsin","Jun 1976","not seasonally adjusted","5.8"
"Wyoming","Jun 1976","not seasonally adjusted","3.9"
"Alabama","Jul 1976","seasonally adjusted","6.6"
"Alaska","Jul 1976","seasonally adjusted","7.3"
"Arizona","Jul 1976","seasonally adjusted","9.4"
"Arkansas","Jul 1976","seasonally adjusted","6.9"
"California","Jul 1976","seasonally adjusted","9"
"Colorado","Jul 1976","seasonally adjusted","5.8"
"Connecticut","Jul 1976","seasonally adjusted","9.3"
"Delaware","Jul 1976","seasonally adjusted","9.2"
"District of Columbia","Jul 1976","seasonally adjusted","8.8"
"Florida","Jul 1976","seasonally adjusted","8.8"
"Georgia","Jul 1976","seasonally adjusted","7.9"
"Hawaii","Jul 1976","seasonally adjusted","9.3"
"Idaho","Jul 1976","seasonally adjusted","5.6"
"Illinois","Jul 1976","seasonally adjusted","6.6"
"Indiana","Jul 1976","seasonally adjusted","5.7"
"Iowa","Jul 1976","seasonally adjusted","3.9"
"Kansas","Jul 1976","seasonally adjusted","4.2"
"Kentucky","Jul 1976","seasonally adjusted","5.4"
"Louisiana","Jul 1976","seasonally adjusted","6.9"
"Maine","Jul 1976","seasonally adjusted","8.5"
"Maryland","Jul 1976","seasonally adjusted","6.7"
"Massachusetts","Jul 1976","seasonally adjusted","9.4"
"Michigan","Jul 1976","seasonally adjusted","9.2"
"Minnesota","Jul 1976","seasonally adjusted","5.6"
"Mississippi","Jul 1976","seasonally adjusted","6.2"
"Missouri","Jul 1976","seasonally adjusted","6.2"
"Montana","Jul 1976","seasonally adjusted","6"
"Nebraska","Jul 1976","seasonally adjusted","3.1"
"Nevada","Jul 1976","seasonally adjusted","8.6"
"New Hampshire","Jul 1976","seasonally adjusted","6.4"
"New Jersey","Jul 1976","seasonally adjusted","10.4"
"New Mexico","Jul 1976","seasonally adjusted","8.8"
"New York","Jul 1976","seasonally adjusted","10.2"
"North Carolina","Jul 1976","seasonally adjusted","5.9"
"North Dakota","Jul 1976","seasonally adjusted","3.8"
"Ohio","Jul 1976","seasonally adjusted","7.6"
"Oklahoma","Jul 1976","seasonally adjusted","5.7"
"Oregon","Jul 1976","seasonally adjusted","9"
"Pennsylvania","Jul 1976","seasonally adjusted","7.9"
"Rhode Island","Jul 1976","seasonally adjusted","8.1"
"South Carolina","Jul 1976","seasonally adjusted","6.9"
"South Dakota","Jul 1976","seasonally adjusted","3.1"
"Tennessee","Jul 1976","seasonally adjusted","5.9"
"Texas","Jul 1976","seasonally adjusted","5.8"
"Utah","Jul 1976","seasonally adjusted","5.5"
"Vermont","Jul 1976","seasonally adjusted","8.3"
"Virginia","Jul 1976","seasonally adjusted","5.8"
"Washington","Jul 1976","seasonally adjusted","8.8"
"West Virginia","Jul 1976","seasonally adjusted","7.4"
"Wisconsin","Jul 1976","seasonally adjusted","5.4"
"Wyoming","Jul 1976","seasonally adjusted","3.9"
"Alabama","Jul 1976","not seasonally adjusted","7.3"
"Alaska","Jul 1976","not seasonally adjusted","5.7"
"Arizona","Jul 1976","not seasonally adjusted","9.9"
"Arkansas","Jul 1976","not seasonally adjusted","7.4"
"California","Jul 1976","not seasonally adjusted","9.4"
"Colorado","Jul 1976","not seasonally adjusted","5.7"
"Connecticut","Jul 1976","not seasonally adjusted","9.5"
"Delaware","Jul 1976","not seasonally adjusted","9.1"
"District of Columbia","Jul 1976","not seasonally adjusted","9"
"Florida","Jul 1976","not seasonally adjusted","9.2"
"Georgia","Jul 1976","not seasonally adjusted","8.6"
"Hawaii","Jul 1976","not seasonally adjusted","9.1"
"Idaho","Jul 1976","not seasonally adjusted","4.9"
"Illinois","Jul 1976","not seasonally adjusted","6.7"
"Indiana","Jul 1976","not seasonally adjusted","5.5"
"Iowa","Jul 1976","not seasonally adjusted","3.5"
"Kansas","Jul 1976","not seasonally adjusted","4.2"
"Kentucky","Jul 1976","not seasonally adjusted","5.6"
"Louisiana","Jul 1976","not seasonally adjusted","7.4"
"Maine","Jul 1976","not seasonally adjusted","7.8"
"Maryland","Jul 1976","not seasonally adjusted","6.7"
"Massachusetts","Jul 1976","not seasonally adjusted","9.7"
"Michigan","Jul 1976","not seasonally adjusted","9.9"
"Minnesota","Jul 1976","not seasonally adjusted","5.4"
"Mississippi","Jul 1976","not seasonally adjusted","7.3"
"Missouri","Jul 1976","not seasonally adjusted","6.3"
"Montana","Jul 1976","not seasonally adjusted","5.2"
"Nebraska","Jul 1976","not seasonally adjusted","3.2"
"Nevada","Jul 1976","not seasonally adjusted","9"
"New Hampshire","Jul 1976","not seasonally adjusted","6.1"
"New Jersey","Jul 1976","not seasonally adjusted","10.7"
"New Mexico","Jul 1976","not seasonally adjusted","9.3"
"New York","Jul 1976","not seasonally adjusted","10.5"
"North Carolina","Jul 1976","not seasonally adjusted","6.3"
"North Dakota","Jul 1976","not seasonally adjusted","3.3"
"Ohio","Jul 1976","not seasonally adjusted","7.3"
"Oklahoma","Jul 1976","not seasonally adjusted","5.4"
"Oregon","Jul 1976","not seasonally adjusted","8.8"
"Pennsylvania","Jul 1976","not seasonally adjusted","7.8"
"Rhode Island","Jul 1976","not seasonally adjusted","7.4"
"South Carolina","Jul 1976","not seasonally adjusted","7.2"
"South Dakota","Jul 1976","not seasonally adjusted","2.6"
"Tennessee","Jul 1976","not seasonally adjusted","6.2"
"Texas","Jul 1976","not seasonally adjusted","6.3"
"Utah","Jul 1976","not seasonally adjusted","5.1"
"Vermont","Jul 1976","not seasonally adjusted","7.5"
"Virginia","Jul 1976","not seasonally adjusted","5.7"
"Washington","Jul 1976","not seasonally adjusted","8.5"
"West Virginia","Jul 1976","not seasonally adjusted","6.7"
"Wisconsin","Jul 1976","not seasonally adjusted","5.6"
"Wyoming","Jul 1976","not seasonally adjusted","3.3"
"Alabama","Aug 1976","seasonally adjusted","6.8"
"Alaska","Aug 1976","seasonally adjusted","7.6"
"Arizona","Aug 1976","seasonally adjusted","9.4"
"Arkansas","Aug 1976","seasonally adjusted","6.7"
"California","Aug 1976","seasonally adjusted","9.1"
"Colorado","Aug 1976","seasonally adjusted","6"
"Connecticut","Aug 1976","seasonally adjusted","9.2"
"Delaware","Aug 1976","seasonally adjusted","9.4"
"District of Columbia","Aug 1976","seasonally adjusted","8.9"
"Florida","Aug 1976","seasonally adjusted","8.8"
"Georgia","Aug 1976","seasonally adjusted","7.9"
"Hawaii","Aug 1976","seasonally adjusted","9"
"Idaho","Aug 1976","seasonally adjusted","5.6"
"Illinois","Aug 1976","seasonally adjusted","6.6"
"Indiana","Aug 1976","seasonally adjusted","5.7"
"Iowa","Aug 1976","seasonally adjusted","3.8"
"Kansas","Aug 1976","seasonally adjusted","4.1"
"Kentucky","Aug 1976","seasonally adjusted","5.3"
"Louisiana","Aug 1976","seasonally adjusted","7"
"Maine","Aug 1976","seasonally adjusted","8.5"
"Maryland","Aug 1976","seasonally adjusted","6.7"
"Massachusetts","Aug 1976","seasonally adjusted","9.2"
"Michigan","Aug 1976","seasonally adjusted","9"
"Minnesota","Aug 1976","seasonally adjusted","5.7"
"Mississippi","Aug 1976","seasonally adjusted","6.4"
"Missouri","Aug 1976","seasonally adjusted","6.3"
"Montana","Aug 1976","seasonally adjusted","6"
"Nebraska","Aug 1976","seasonally adjusted","3.1"
"Nevada","Aug 1976","seasonally adjusted","8.6"
"New Hampshire","Aug 1976","seasonally adjusted","6.3"
"New Jersey","Aug 1976","seasonally adjusted","10.5"
"New Mexico","Aug 1976","seasonally adjusted","8.8"
"New York","Aug 1976","seasonally adjusted","10.2"
"North Carolina","Aug 1976","seasonally adjusted","6"
"North Dakota","Aug 1976","seasonally adjusted","3.9"
"Ohio","Aug 1976","seasonally adjusted","7.5"
"Oklahoma","Aug 1976","seasonally adjusted","5.6"
"Oregon","Aug 1976","seasonally adjusted","9.1"
"Pennsylvania","Aug 1976","seasonally adjusted","7.8"
"Rhode Island","Aug 1976","seasonally adjusted","8.1"
"South Carolina","Aug 1976","seasonally adjusted","6.9"
"South Dakota","Aug 1976","seasonally adjusted","3.2"
"Tennessee","Aug 1976","seasonally adjusted","6"
"Texas","Aug 1976","seasonally adjusted","5.7"
"Utah","Aug 1976","seasonally adjusted","5.5"
"Vermont","Aug 1976","seasonally adjusted","8.2"
"Virginia","Aug 1976","seasonally adjusted","5.8"
"Washington","Aug 1976","seasonally adjusted","8.9"
"West Virginia","Aug 1976","seasonally adjusted","7"
"Wisconsin","Aug 1976","seasonally adjusted","5.4"
"Wyoming","Aug 1976","seasonally adjusted","3.9"
"Alabama","Aug 1976","not seasonally adjusted","7.3"
"Alaska","Aug 1976","not seasonally adjusted","5.6"
"Arizona","Aug 1976","not seasonally adjusted","9.9"
"Arkansas","Aug 1976","not seasonally adjusted","6.8"
"California","Aug 1976","not seasonally adjusted","9"
"Colorado","Aug 1976","not seasonally adjusted","5.4"
"Connecticut","Aug 1976","not seasonally adjusted","9.3"
"Delaware","Aug 1976","not seasonally adjusted","9.4"
"District of Columbia","Aug 1976","not seasonally adjusted","8.7"
"Florida","Aug 1976","not seasonally adjusted","9"
"Georgia","Aug 1976","not seasonally adjusted","8.2"
"Hawaii","Aug 1976","not seasonally adjusted","9.2"
"Idaho","Aug 1976","not seasonally adjusted","4.9"
"Illinois","Aug 1976","not seasonally adjusted","6.9"
"Indiana","Aug 1976","not seasonally adjusted","5.9"
"Iowa","Aug 1976","not seasonally adjusted","3.5"
"Kansas","Aug 1976","not seasonally adjusted","4.3"
"Kentucky","Aug 1976","not seasonally adjusted","5.2"
"Louisiana","Aug 1976","not seasonally adjusted","7.6"
"Maine","Aug 1976","not seasonally adjusted","7.4"
"Maryland","Aug 1976","not seasonally adjusted","6.5"
"Massachusetts","Aug 1976","not seasonally adjusted","9"
"Michigan","Aug 1976","not seasonally adjusted","9"
"Minnesota","Aug 1976","not seasonally adjusted","5.4"
"Mississippi","Aug 1976","not seasonally adjusted","6.7"
"Missouri","Aug 1976","not seasonally adjusted","6.6"
"Montana","Aug 1976","not seasonally adjusted","5.2"
"Nebraska","Aug 1976","not seasonally adjusted","2.8"
"Nevada","Aug 1976","not seasonally adjusted","8.3"
"New Hampshire","Aug 1976","not seasonally adjusted","6.1"
"New Jersey","Aug 1976","not seasonally adjusted","10.3"
"New Mexico","Aug 1976","not seasonally adjusted","8.8"
"New York","Aug 1976","not seasonally adjusted","10.2"
"North Carolina","Aug 1976","not seasonally adjusted","5.9"
"North Dakota","Aug 1976","not seasonally adjusted","3.4"
"Ohio","Aug 1976","not seasonally adjusted","7.4"
"Oklahoma","Aug 1976","not seasonally adjusted","5.3"
"Oregon","Aug 1976","not seasonally adjusted","8.6"
"Pennsylvania","Aug 1976","not seasonally adjusted","7.4"
"Rhode Island","Aug 1976","not seasonally adjusted","7.5"
"South Carolina","Aug 1976","not seasonally adjusted","7.5"
"South Dakota","Aug 1976","not seasonally adjusted","2.8"
"Tennessee","Aug 1976","not seasonally adjusted","6.1"
"Texas","Aug 1976","not seasonally adjusted","6"
"Utah","Aug 1976","not seasonally adjusted","5.7"
"Vermont","Aug 1976","not seasonally adjusted","7.5"
"Virginia","Aug 1976","not seasonally adjusted","5.9"
"Washington","Aug 1976","not seasonally adjusted","8.6"
"West Virginia","Aug 1976","not seasonally adjusted","6.5"
"Wisconsin","Aug 1976","not seasonally adjusted","5.1"
"Wyoming","Aug 1976","not seasonally adjusted","3.2"
"Alabama","Sep 1976","seasonally adjusted","6.9"
"Alaska","Sep 1976","seasonally adjusted","7.9"
"Arizona","Sep 1976","seasonally adjusted","9.3"
"Arkansas","Sep 1976","seasonally adjusted","6.6"
"California","Sep 1976","seasonally adjusted","9.2"
"Colorado","Sep 1976","seasonally adjusted","6.1"
"Connecticut","Sep 1976","seasonally adjusted","9"
"Delaware","Sep 1976","seasonally adjusted","9.6"
"District of Columbia","Sep 1976","seasonally adjusted","9"
"Florida","Sep 1976","seasonally adjusted","8.8"
"Georgia","Sep 1976","seasonally adjusted","8"
"Hawaii","Sep 1976","seasonally adjusted","8.8"
"Idaho","Sep 1976","seasonally adjusted","5.6"
"Illinois","Sep 1976","seasonally adjusted","6.6"
"Indiana","Sep 1976","seasonally adjusted","5.7"
"Iowa","Sep 1976","seasonally adjusted","3.8"
"Kansas","Sep 1976","seasonally adjusted","4.1"
"Kentucky","Sep 1976","seasonally adjusted","5.3"
"Louisiana","Sep 1976","seasonally adjusted","7"
"Maine","Sep 1976","seasonally adjusted","8.6"
"Maryland","Sep 1976","seasonally adjusted","6.7"
"Massachusetts","Sep 1976","seasonally adjusted","9.1"
"Michigan","Sep 1976","seasonally adjusted","9"
"Minnesota","Sep 1976","seasonally adjusted","5.8"
"Mississippi","Sep 1976","seasonally adjusted","6.5"
"Missouri","Sep 1976","seasonally adjusted","6.4"
"Montana","Sep 1976","seasonally adjusted","6"
"Nebraska","Sep 1976","seasonally adjusted","3.2"
"Nevada","Sep 1976","seasonally adjusted","8.7"
"New Hampshire","Sep 1976","seasonally adjusted","6.3"
"New Jersey","Sep 1976","seasonally adjusted","10.5"
"New Mexico","Sep 1976","seasonally adjusted","8.9"
"New York","Sep 1976","seasonally adjusted","10.2"
"North Carolina","Sep 1976","seasonally adjusted","6.1"
"North Dakota","Sep 1976","seasonally adjusted","3.9"
"Ohio","Sep 1976","seasonally adjusted","7.5"
"Oklahoma","Sep 1976","seasonally adjusted","5.5"
"Oregon","Sep 1976","seasonally adjusted","9.2"
"Pennsylvania","Sep 1976","seasonally adjusted","7.7"
"Rhode Island","Sep 1976","seasonally adjusted","8.3"
"South Carolina","Sep 1976","seasonally adjusted","6.9"
"South Dakota","Sep 1976","seasonally adjusted","3.3"
