"name","state","party","period","year"
"Campbell, Benjamin M.","CO","D-R",1995.2,1995
"Campbell, Benjamin M.","CO","D-R",1995.3,1995
"Campbell, Benjamin M.","CO","D-R",1995.4,1995
"Campbell, Benjamin M.","CO","D-R",1996.1,1996
"Campbell, Benjamin M.","CO","D-R",1996.2,1996
"Campbell, Benjamin M.","CO","D-R",1996.3,1996
"Campbell, Benjamin M.","CO","D-R",1996.4,1996
"Campbell, Benjamin M.","CO","D-R",1997.1,1997
"Campbell, Benjamin M.","CO","D-R",1997.2,1997
"Campbell, Benjamin M.","CO","D-R",1997.3,1997
"Campbell, Benjamin M.","CO","D-R",1997.4,1997
"Campbell, Benjamin M.","CO","D-R",1998.1,1998
"Campbell, Benjamin M.","CO","D-R",1998.2,1998
"Campbell, Benjamin M.","CO","D-R",1998.3,1998
"Campbell, Benjamin M.","CO","D-R",1998.4,1998
"Campbell, Benjamin M.","CO","D-R",1999.1,1999
"Campbell, Benjamin M.","CO","D-R",1999.2,1999
"Campbell, Benjamin M.","CO","D-R",1999.3,1999
"Campbell, Benjamin M.","CO","D-R",1999.4,1999
"Campbell, Benjamin M.","CO","D-R",2000.1,2000
"Campbell, Benjamin M.","CO","D-R",2000.2,2000
"Campbell, Benjamin M.","CO","D-R",2000.3,2000
"Campbell, Benjamin M.","CO","D-R",2000.4,2000
"Campbell, Benjamin M.","CO","D-R",2001.1,2001
"Campbell, Benjamin M.","CO","D-R",2001.2,2001
"Campbell, Benjamin M.","CO","D-R",2001.3,2001
"Campbell, Benjamin M.","CO","D-R",2001.4,2001
"Campbell, Benjamin M.","CO","D-R",2002.1,2002
"Campbell, Benjamin M.","CO","D-R",2002.2,2002
"Campbell, Benjamin M.","CO","D-R",2002.3,2002
"Campbell, Benjamin M.","CO","D-R",2002.4,2002
"Campbell, Benjamin M.","CO","D-R",2003.1,2003
"Campbell, Benjamin M.","CO","D-R",2003.2,2003
"Campbell, Benjamin M.","CO","D-R",2003.3,2003
"Campbell, Benjamin M.","CO","D-R",2003.4,2003
"Campbell, Benjamin M.","CO","D-R",2004.1,2004
"Campbell, Benjamin M.","CO","D-R",2004.2,2004
"Campbell, Benjamin M.","CO","D-R",2004.3,2004
"Campbell, Benjamin M.","CO","D-R",2004.4,2004
"Cannon, Howard Walter","NV","D",1959.1,1959
"Cannon, Howard Walter","NV","D",1959.2,1959
"Cannon, Howard Walter","NV","D",1959.3,1959
"Cannon, Howard Walter","NV","D",1959.4,1959
"Cannon, Howard Walter","NV","D",1960.1,1960
"Cannon, Howard Walter","NV","D",1960.2,1960
"Cannon, Howard Walter","NV","D",1960.3,1960
"Cannon, Howard Walter","NV","D",1960.4,1960
"Cannon, Howard Walter","NV","D",1961.1,1961
"Cannon, Howard Walter","NV","D",1961.2,1961
"Cannon, Howard Walter","NV","D",1961.3,1961
"Cannon, Howard Walter","NV","D",1961.4,1961
"Cannon, Howard Walter","NV","D",1962.1,1962
"Cannon, Howard Walter","NV","D",1962.2,1962
"Cannon, Howard Walter","NV","D",1962.3,1962
"Cannon, Howard Walter","NV","D",1962.4,1962
"Cannon, Howard Walter","NV","D",1963.1,1963
"Cannon, Howard Walter","NV","D",1963.2,1963
"Cannon, Howard Walter","NV","D",1963.3,1963
"Cannon, Howard Walter","NV","D",1963.4,1963
"Cannon, Howard Walter","NV","D",1964.1,1964
"Cannon, Howard Walter","NV","D",1964.2,1964
"Cannon, Howard Walter","NV","D",1964.3,1964
"Cannon, Howard Walter","NV","D",1964.4,1964
"Cannon, Howard Walter","NV","D",1965.1,1965
"Cannon, Howard Walter","NV","D",1965.2,1965
"Cannon, Howard Walter","NV","D",1965.3,1965
"Cannon, Howard Walter","NV","D",1965.4,1965
"Cannon, Howard Walter","NV","D",1966.1,1966
"Cannon, Howard Walter","NV","D",1966.2,1966
"Cannon, Howard Walter","NV","D",1966.3,1966
"Cannon, Howard Walter","NV","D",1966.4,1966
"Cannon, Howard Walter","NV","D",1967.1,1967
"Cannon, Howard Walter","NV","D",1967.2,1967
"Cannon, Howard Walter","NV","D",1967.3,1967
"Cannon, Howard Walter","NV","D",1967.4,1967
"Cannon, Howard Walter","NV","D",1968.1,1968
"Cannon, Howard Walter","NV","D",1968.2,1968
"Cannon, Howard Walter","NV","D",1968.3,1968
"Cannon, Howard Walter","NV","D",1968.4,1968
"Cannon, Howard Walter","NV","D",1969.1,1969
"Cannon, Howard Walter","NV","D",1969.2,1969
"Cannon, Howard Walter","NV","D",1969.3,1969
"Cannon, Howard Walter","NV","D",1969.4,1969
"Cannon, Howard Walter","NV","D",1970.1,1970
"Cannon, Howard Walter","NV","D",1970.2,1970
"Cannon, Howard Walter","NV","D",1970.3,1970
"Cannon, Howard Walter","NV","D",1970.4,1970
"Cannon, Howard Walter","NV","D",1971.1,1971
"Cannon, Howard Walter","NV","D",1971.2,1971
"Cannon, Howard Walter","NV","D",1971.3,1971
"Cannon, Howard Walter","NV","D",1971.4,1971
"Cannon, Howard Walter","NV","D",1972.1,1972
"Cannon, Howard Walter","NV","D",1972.2,1972
"Cannon, Howard Walter","NV","D",1972.3,1972
"Cannon, Howard Walter","NV","D",1972.4,1972
"Cannon, Howard Walter","NV","D",1973.1,1973
"Cannon, Howard Walter","NV","D",1973.2,1973
"Cannon, Howard Walter","NV","D",1973.3,1973
"Cannon, Howard Walter","NV","D",1973.4,1973
"Cannon, Howard Walter","NV","D",1974.1,1974
"Cannon, Howard Walter","NV","D",1974.2,1974
"Cannon, Howard Walter","NV","D",1974.3,1974
"Cannon, Howard Walter","NV","D",1974.4,1974
"Cannon, Howard Walter","NV","D",1975.1,1975
"Cannon, Howard Walter","NV","D",1975.2,1975
"Cannon, Howard Walter","NV","D",1975.3,1975
"Cannon, Howard Walter","NV","D",1975.4,1975
"Cannon, Howard Walter","NV","D",1976.1,1976
"Cannon, Howard Walter","NV","D",1976.2,1976
"Cannon, Howard Walter","NV","D",1976.3,1976
"Cannon, Howard Walter","NV","D",1976.4,1976
"Cannon, Howard Walter","NV","D",1977.1,1977
"Cannon, Howard Walter","NV","D",1977.2,1977
"Cannon, Howard Walter","NV","D",1977.3,1977
"Cannon, Howard Walter","NV","D",1977.4,1977
"Cannon, Howard Walter","NV","D",1978.1,1978
"Cannon, Howard Walter","NV","D",1978.2,1978
"Cannon, Howard Walter","NV","D",1978.3,1978
"Cannon, Howard Walter","NV","D",1978.4,1978
"Cannon, Howard Walter","NV","D",1979.1,1979
"Cannon, Howard Walter","NV","D",1979.2,1979
"Cannon, Howard Walter","NV","D",1979.3,1979
"Cannon, Howard Walter","NV","D",1979.4,1979
"Cannon, Howard Walter","NV","D",1980.1,1980
"Cannon, Howard Walter","NV","D",1980.2,1980
"Cannon, Howard Walter","NV","D",1980.3,1980
"Cannon, Howard Walter","NV","D",1980.4,1980
"Cannon, Howard Walter","NV","D",1981.1,1981
"Cannon, Howard Walter","NV","D",1981.2,1981
"Cannon, Howard Walter","NV","D",1981.3,1981
"Cannon, Howard Walter","NV","D",1981.4,1981
"Cannon, Howard Walter","NV","D",1982.1,1982
"Cannon, Howard Walter","NV","D",1982.2,1982
"Cannon, Howard Walter","NV","D",1982.3,1982
"Cannon, Howard Walter","NV","D",1982.4,1982
"Carnahan, Jean Anne Carpenter","MO","D",2001.1,2001
"Carnahan, Jean Anne Carpenter","MO","D",2001.2,2001
"Carnahan, Jean Anne Carpenter","MO","D",2001.3,2001
"Carnahan, Jean Anne Carpenter","MO","D",2001.4,2001
"Carnahan, Jean Anne Carpenter","MO","D",2002.1,2002
"Carnahan, Jean Anne Carpenter","MO","D",2002.2,2002
"Carnahan, Jean Anne Carpenter","MO","D",2002.3,2002
"Carnahan, Jean Anne Carpenter","MO","D",2002.4,2002
"Case, Clifford Philip","NJ","R",1955.1,1955
"Case, Clifford Philip","NJ","R",1955.2,1955
"Case, Clifford Philip","NJ","R",1955.3,1955
"Case, Clifford Philip","NJ","R",1955.4,1955
"Case, Clifford Philip","NJ","R",1956.1,1956
"Case, Clifford Philip","NJ","R",1956.2,1956
"Case, Clifford Philip","NJ","R",1956.3,1956
"Case, Clifford Philip","NJ","R",1956.4,1956
"Case, Clifford Philip","NJ","R",1957.1,1957
"Case, Clifford Philip","NJ","R",1957.2,1957
"Case, Clifford Philip","NJ","R",1957.3,1957
"Case, Clifford Philip","NJ","R",1957.4,1957
"Case, Clifford Philip","NJ","R",1958.1,1958
"Case, Clifford Philip","NJ","R",1958.2,1958
"Case, Clifford Philip","NJ","R",1958.3,1958
"Case, Clifford Philip","NJ","R",1958.4,1958
"Case, Clifford Philip","NJ","R",1959.1,1959
"Case, Clifford Philip","NJ","R",1959.2,1959
"Case, Clifford Philip","NJ","R",1959.3,1959
"Case, Clifford Philip","NJ","R",1959.4,1959
"Case, Clifford Philip","NJ","R",1960.1,1960
"Case, Clifford Philip","NJ","R",1960.2,1960
"Case, Clifford Philip","NJ","R",1960.3,1960
"Case, Clifford Philip","NJ","R",1960.4,1960
"Case, Clifford Philip","NJ","R",1961.1,1961
"Case, Clifford Philip","NJ","R",1961.2,1961
"Case, Clifford Philip","NJ","R",1961.3,1961
"Case, Clifford Philip","NJ","R",1961.4,1961
"Case, Clifford Philip","NJ","R",1962.1,1962
"Case, Clifford Philip","NJ","R",1962.2,1962
"Case, Clifford Philip","NJ","R",1962.3,1962
"Case, Clifford Philip","NJ","R",1962.4,1962
"Case, Clifford Philip","NJ","R",1963.1,1963
"Case, Clifford Philip","NJ","R",1963.2,1963
"Case, Clifford Philip","NJ","R",1963.3,1963
"Case, Clifford Philip","NJ","R",1963.4,1963
"Case, Clifford Philip","NJ","R",1964.1,1964
"Case, Clifford Philip","NJ","R",1964.2,1964
"Case, Clifford Philip","NJ","R",1964.3,1964
"Case, Clifford Philip","NJ","R",1964.4,1964
"Case, Clifford Philip","NJ","R",1965.1,1965
"Case, Clifford Philip","NJ","R",1965.2,1965
"Case, Clifford Philip","NJ","R",1965.3,1965
"Case, Clifford Philip","NJ","R",1965.4,1965
"Case, Clifford Philip","NJ","R",1966.1,1966
"Case, Clifford Philip","NJ","R",1966.2,1966
"Case, Clifford Philip","NJ","R",1966.3,1966
"Case, Clifford Philip","NJ","R",1966.4,1966
"Case, Clifford Philip","NJ","R",1967.1,1967
"Case, Clifford Philip","NJ","R",1967.2,1967
"Case, Clifford Philip","NJ","R",1967.3,1967
"Case, Clifford Philip","NJ","R",1967.4,1967
"Case, Clifford Philip","NJ","R",1968.1,1968
"Case, Clifford Philip","NJ","R",1968.2,1968
"Case, Clifford Philip","NJ","R",1968.3,1968
"Case, Clifford Philip","NJ","R",1968.4,1968
"Case, Clifford Philip","NJ","R",1969.1,1969
"Case, Clifford Philip","NJ","R",1969.2,1969
"Case, Clifford Philip","NJ","R",1969.3,1969
"Case, Clifford Philip","NJ","R",1969.4,1969
"Case, Clifford Philip","NJ","R",1970.1,1970
"Case, Clifford Philip","NJ","R",1970.2,1970
"Case, Clifford Philip","NJ","R",1970.3,1970
"Case, Clifford Philip","NJ","R",1970.4,1970
"Case, Clifford Philip","NJ","R",1971.1,1971
"Case, Clifford Philip","NJ","R",1971.2,1971
"Case, Clifford Philip","NJ","R",1971.3,1971
"Case, Clifford Philip","NJ","R",1971.4,1971
"Case, Clifford Philip","NJ","R",1972.1,1972
"Case, Clifford Philip","NJ","R",1972.2,1972
"Case, Clifford Philip","NJ","R",1972.3,1972
"Case, Clifford Philip","NJ","R",1972.4,1972
"Case, Clifford Philip","NJ","R",1973.1,1973
"Case, Clifford Philip","NJ","R",1973.2,1973
"Case, Clifford Philip","NJ","R",1973.3,1973
"Case, Clifford Philip","NJ","R",1973.4,1973
"Case, Clifford Philip","NJ","R",1974.1,1974
"Case, Clifford Philip","NJ","R",1974.2,1974
"Case, Clifford Philip","NJ","R",1974.3,1974
"Case, Clifford Philip","NJ","R",1974.4,1974
"Case, Clifford Philip","NJ","R",1975.1,1975
"Case, Clifford Philip","NJ","R",1975.2,1975
"Case, Clifford Philip","NJ","R",1975.3,1975
"Case, Clifford Philip","NJ","R",1975.4,1975
"Case, Clifford Philip","NJ","R",1976.1,1976
"Case, Clifford Philip","NJ","R",1976.2,1976
"Case, Clifford Philip","NJ","R",1976.3,1976
"Case, Clifford Philip","NJ","R",1976.4,1976
"Case, Clifford Philip","NJ","R",1977.1,1977
"Case, Clifford Philip","NJ","R",1977.2,1977
"Case, Clifford Philip","NJ","R",1977.3,1977
"Case, Clifford Philip","NJ","R",1977.4,1977
"Case, Clifford Philip","NJ","R",1978.1,1978
"Case, Clifford Philip","NJ","R",1978.2,1978
"Case, Clifford Philip","NJ","R",1978.3,1978
"Case, Clifford Philip","NJ","R",1978.4,1978
"Chafee, John Hubbard","RI","R",1976.4,1976
"Chafee, John Hubbard","RI","R",1977.1,1977
"Chafee, John Hubbard","RI","R",1977.2,1977
"Chafee, John Hubbard","RI","R",1977.3,1977
"Chafee, John Hubbard","RI","R",1977.4,1977
"Chafee, John Hubbard","RI","R",1978.1,1978
"Chafee, John Hubbard","RI","R",1978.2,1978
"Chafee, John Hubbard","RI","R",1978.3,1978
"Chafee, John Hubbard","RI","R",1978.4,1978
"Chafee, John Hubbard","RI","R",1979.1,1979
"Chafee, John Hubbard","RI","R",1979.2,1979
"Chafee, John Hubbard","RI","R",1979.3,1979
"Chafee, John Hubbard","RI","R",1979.4,1979
"Chafee, John Hubbard","RI","R",1980.1,1980
"Chafee, John Hubbard","RI","R",1980.2,1980
"Chafee, John Hubbard","RI","R",1980.3,1980
"Chafee, John Hubbard","RI","R",1980.4,1980
"Chafee, John Hubbard","RI","R",1981.1,1981
"Chafee, John Hubbard","RI","R",1981.2,1981
"Chafee, John Hubbard","RI","R",1981.3,1981
"Chafee, John Hubbard","RI","R",1981.4,1981
"Chafee, John Hubbard","RI","R",1982.1,1982
"Chafee, John Hubbard","RI","R",1982.2,1982
"Chafee, John Hubbard","RI","R",1982.3,1982
"Chafee, John Hubbard","RI","R",1982.4,1982
"Chafee, John Hubbard","RI","R",1983.1,1983
"Chafee, John Hubbard","RI","R",1983.2,1983
"Chafee, John Hubbard","RI","R",1983.3,1983
"Chafee, John Hubbard","RI","R",1983.4,1983
"Chafee, John Hubbard","RI","R",1984.1,1984
"Chafee, John Hubbard","RI","R",1984.2,1984
"Chafee, John Hubbard","RI","R",1984.3,1984
"Chafee, John Hubbard","RI","R",1984.4,1984
"Chafee, John Hubbard","RI","R",1985.1,1985
"Chafee, John Hubbard","RI","R",1985.2,1985
"Chafee, John Hubbard","RI","R",1985.3,1985
"Chafee, John Hubbard","RI","R",1985.4,1985
"Chafee, John Hubbard","RI","R",1986.1,1986
"Chafee, John Hubbard","RI","R",1986.2,1986
"Chafee, John Hubbard","RI","R",1986.3,1986
"Chafee, John Hubbard","RI","R",1986.4,1986
"Chafee, John Hubbard","RI","R",1987.1,1987
"Chafee, John Hubbard","RI","R",1987.2,1987
"Chafee, John Hubbard","RI","R",1987.3,1987
"Chafee, John Hubbard","RI","R",1987.4,1987
"Chafee, John Hubbard","RI","R",1988.1,1988
"Chafee, John Hubbard","RI","R",1988.2,1988
"Chafee, John Hubbard","RI","R",1988.3,1988
"Chafee, John Hubbard","RI","R",1988.4,1988
"Chafee, John Hubbard","RI","R",1989.1,1989
"Chafee, John Hubbard","RI","R",1989.2,1989
"Chafee, John Hubbard","RI","R",1989.3,1989
"Chafee, John Hubbard","RI","R",1989.4,1989
"Chafee, John Hubbard","RI","R",1990.1,1990
"Chafee, John Hubbard","RI","R",1990.2,1990
"Chafee, John Hubbard","RI","R",1990.3,1990
"Chafee, John Hubbard","RI","R",1990.4,1990
"Chafee, John Hubbard","RI","R",1991.1,1991
"Chafee, John Hubbard","RI","R",1991.2,1991
"Chafee, John Hubbard","RI","R",1991.3,1991
"Chafee, John Hubbard","RI","R",1991.4,1991
"Chafee, John Hubbard","RI","R",1992.1,1992
"Chafee, John Hubbard","RI","R",1992.2,1992
"Chafee, John Hubbard","RI","R",1992.3,1992
"Chafee, John Hubbard","RI","R",1992.4,1992
"Chafee, John Hubbard","RI","R",1993.1,1993
"Chafee, John Hubbard","RI","R",1993.2,1993
"Chafee, John Hubbard","RI","R",1993.3,1993
"Chafee, John Hubbard","RI","R",1993.4,1993
"Chafee, John Hubbard","RI","R",1994.1,1994
"Chafee, John Hubbard","RI","R",1994.2,1994
"Chafee, John Hubbard","RI","R",1994.3,1994
"Chafee, John Hubbard","RI","R",1994.4,1994
"Chafee, John Hubbard","RI","R",1995.1,1995
"Chafee, John Hubbard","RI","R",1995.2,1995
"Chafee, John Hubbard","RI","R",1995.3,1995
"Chafee, John Hubbard","RI","R",1995.4,1995
"Chafee, John Hubbard","RI","R",1996.1,1996
"Chafee, John Hubbard","RI","R",1996.2,1996
"Chafee, John Hubbard","RI","R",1996.3,1996
"Chafee, John Hubbard","RI","R",1996.4,1996
"Chafee, John Hubbard","RI","R",1997.1,1997
"Chafee, John Hubbard","RI","R",1997.2,1997
"Chafee, John Hubbard","RI","R",1997.3,1997
"Chafee, John Hubbard","RI","R",1997.4,1997
"Chafee, John Hubbard","RI","R",1998.1,1998
"Chafee, John Hubbard","RI","R",1998.2,1998
"Chafee, John Hubbard","RI","R",1998.3,1998
"Chafee, John Hubbard","RI","R",1998.4,1998
"Chafee, John Hubbard","RI","R",1999.1,1999
"Chafee, John Hubbard","RI","R",1999.2,1999
"Chafee, John Hubbard","RI","R",1999.3,1999
"Chafee, Lincoln Davenport","RI","R",1999.4,1999
"Chafee, Lincoln Davenport","RI","R",2000.1,2000
"Chafee, Lincoln Davenport","RI","R",2000.2,2000
"Chafee, Lincoln Davenport","RI","R",2000.3,2000
"Chafee, Lincoln Davenport","RI","R",2000.4,2000
"Chafee, Lincoln Davenport","RI","R",2001.1,2001
"Chafee, Lincoln Davenport","RI","R",2001.2,2001
"Chafee, Lincoln Davenport","RI","R",2001.3,2001
"Chafee, Lincoln Davenport","RI","R",2001.4,2001
"Chafee, Lincoln Davenport","RI","R",2002.1,2002
"Chafee, Lincoln Davenport","RI","R",2002.2,2002
"Chafee, Lincoln Davenport","RI","R",2002.3,2002
"Chafee, Lincoln Davenport","RI","R",2002.4,2002
"Chafee, Lincoln Davenport","RI","R",2003.1,2003
"Chafee, Lincoln Davenport","RI","R",2003.2,2003
"Chafee, Lincoln Davenport","RI","R",2003.3,2003
"Chafee, Lincoln Davenport","RI","R",2003.4,2003
"Chafee, Lincoln Davenport","RI","R",2004.1,2004
"Chafee, Lincoln Davenport","RI","R",2004.2,2004
"Chafee, Lincoln Davenport","RI","R",2004.3,2004
"Chafee, Lincoln Davenport","RI","R",2004.4,2004
"Chafee, Lincoln Davenport","RI","R",2005.1,2005
"Chafee, Lincoln Davenport","RI","R",2005.2,2005
"Chafee, Lincoln Davenport","RI","R",2005.3,2005
"Chafee, Lincoln Davenport","RI","R",2005.4,2005
"Chafee, Lincoln Davenport","RI","R",2006.1,2006
"Chafee, Lincoln Davenport","RI","R",2006.2,2006
"Chafee, Lincoln Davenport","RI","R",2006.3,2006
"Chafee, Lincoln Davenport","RI","R",2006.4,2006
"Chiles, Lawton Mainor","FL","D",1971.1,1971
"Chiles, Lawton Mainor","FL","D",1971.2,1971
"Chiles, Lawton Mainor","FL","D",1971.3,1971
"Chiles, Lawton Mainor","FL","D",1971.4,1971
"Chiles, Lawton Mainor","FL","D",1972.1,1972
"Chiles, Lawton Mainor","FL","D",1972.2,1972
"Chiles, Lawton Mainor","FL","D",1972.3,1972
"Chiles, Lawton Mainor","FL","D",1972.4,1972
"Chiles, Lawton Mainor","FL","D",1973.1,1973
"Chiles, Lawton Mainor","FL","D",1973.2,1973
"Chiles, Lawton Mainor","FL","D",1973.3,1973
"Chiles, Lawton Mainor","FL","D",1973.4,1973
"Chiles, Lawton Mainor","FL","D",1974.1,1974
"Chiles, Lawton Mainor","FL","D",1974.2,1974
"Chiles, Lawton Mainor","FL","D",1974.3,1974
"Chiles, Lawton Mainor","FL","D",1974.4,1974
"Chiles, Lawton Mainor","FL","D",1975.1,1975
"Chiles, Lawton Mainor","FL","D",1975.2,1975
"Chiles, Lawton Mainor","FL","D",1975.3,1975
"Chiles, Lawton Mainor","FL","D",1975.4,1975
"Chiles, Lawton Mainor","FL","D",1976.1,1976
"Chiles, Lawton Mainor","FL","D",1976.2,1976
"Chiles, Lawton Mainor","FL","D",1976.3,1976
"Chiles, Lawton Mainor","FL","D",1976.4,1976
"Chiles, Lawton Mainor","FL","D",1977.1,1977
"Chiles, Lawton Mainor","FL","D",1977.2,1977
"Chiles, Lawton Mainor","FL","D",1977.3,1977
"Chiles, Lawton Mainor","FL","D",1977.4,1977
"Chiles, Lawton Mainor","FL","D",1978.1,1978
"Chiles, Lawton Mainor","FL","D",1978.2,1978
"Chiles, Lawton Mainor","FL","D",1978.3,1978
"Chiles, Lawton Mainor","FL","D",1978.4,1978
"Chiles, Lawton Mainor","FL","D",1979.1,1979
"Chiles, Lawton Mainor","FL","D",1979.2,1979
"Chiles, Lawton Mainor","FL","D",1979.3,1979
"Chiles, Lawton Mainor","FL","D",1979.4,1979
"Chiles, Lawton Mainor","FL","D",1980.1,1980
"Chiles, Lawton Mainor","FL","D",1980.2,1980
"Chiles, Lawton Mainor","FL","D",1980.3,1980
"Chiles, Lawton Mainor","FL","D",1980.4,1980
"Chiles, Lawton Mainor","FL","D",1981.1,1981
"Chiles, Lawton Mainor","FL","D",1981.2,1981
"Chiles, Lawton Mainor","FL","D",1981.3,1981
"Chiles, Lawton Mainor","FL","D",1981.4,1981
"Chiles, Lawton Mainor","FL","D",1982.1,1982
"Chiles, Lawton Mainor","FL","D",1982.2,1982
"Chiles, Lawton Mainor","FL","D",1982.3,1982
"Chiles, Lawton Mainor","FL","D",1982.4,1982
"Chiles, Lawton Mainor","FL","D",1983.1,1983
"Chiles, Lawton Mainor","FL","D",1983.2,1983
"Chiles, Lawton Mainor","FL","D",1983.3,1983
"Chiles, Lawton Mainor","FL","D",1983.4,1983
"Chiles, Lawton Mainor","FL","D",1984.1,1984
"Chiles, Lawton Mainor","FL","D",1984.2,1984
"Chiles, Lawton Mainor","FL","D",1984.3,1984
"Chiles, Lawton Mainor","FL","D",1984.4,1984
"Chiles, Lawton Mainor","FL","D",1985.1,1985
"Chiles, Lawton Mainor","FL","D",1985.2,1985
"Chiles, Lawton Mainor","FL","D",1985.3,1985
"Chiles, Lawton Mainor","FL","D",1985.4,1985
"Chiles, Lawton Mainor","FL","D",1986.1,1986
"Chiles, Lawton Mainor","FL","D",1986.2,1986
"Chiles, Lawton Mainor","FL","D",1986.3,1986
"Chiles, Lawton Mainor","FL","D",1986.4,1986
"Chiles, Lawton Mainor","FL","D",1987.1,1987
"Chiles, Lawton Mainor","FL","D",1987.2,1987
"Chiles, Lawton Mainor","FL","D",1987.3,1987
"Chiles, Lawton Mainor","FL","D",1987.4,1987
"Chiles, Lawton Mainor","FL","D",1988.1,1988
"Chiles, Lawton Mainor","FL","D",1988.2,1988
"Chiles, Lawton Mainor","FL","D",1988.3,1988
"Chiles, Lawton Mainor","FL","D",1988.4,1988
"Church, Frank Forrester","ID","D",1957.1,1957
"Church, Frank Forrester","ID","D",1957.2,1957
"Church, Frank Forrester","ID","D",1957.3,1957
"Church, Frank Forrester","ID","D",1957.4,1957
"Church, Frank Forrester","ID","D",1958.1,1958
"Church, Frank Forrester","ID","D",1958.2,1958
"Church, Frank Forrester","ID","D",1958.3,1958
"Church, Frank Forrester","ID","D",1958.4,1958
"Church, Frank Forrester","ID","D",1959.1,1959
"Church, Frank Forrester","ID","D",1959.2,1959
"Church, Frank Forrester","ID","D",1959.3,1959
"Church, Frank Forrester","ID","D",1959.4,1959
"Church, Frank Forrester","ID","D",1960.1,1960
"Church, Frank Forrester","ID","D",1960.2,1960
"Church, Frank Forrester","ID","D",1960.3,1960
"Church, Frank Forrester","ID","D",1960.4,1960
"Church, Frank Forrester","ID","D",1961.1,1961
"Church, Frank Forrester","ID","D",1961.2,1961
"Church, Frank Forrester","ID","D",1961.3,1961
"Church, Frank Forrester","ID","D",1961.4,1961
"Church, Frank Forrester","ID","D",1962.1,1962
"Church, Frank Forrester","ID","D",1962.2,1962
"Church, Frank Forrester","ID","D",1962.3,1962
"Church, Frank Forrester","ID","D",1962.4,1962
"Church, Frank Forrester","ID","D",1963.1,1963
"Church, Frank Forrester","ID","D",1963.2,1963
"Church, Frank Forrester","ID","D",1963.3,1963
"Church, Frank Forrester","ID","D",1963.4,1963
"Church, Frank Forrester","ID","D",1964.1,1964
"Church, Frank Forrester","ID","D",1964.2,1964
"Church, Frank Forrester","ID","D",1964.3,1964
"Church, Frank Forrester","ID","D",1964.4,1964
"Church, Frank Forrester","ID","D",1965.1,1965
"Church, Frank Forrester","ID","D",1965.2,1965
"Church, Frank Forrester","ID","D",1965.3,1965
"Church, Frank Forrester","ID","D",1965.4,1965
"Church, Frank Forrester","ID","D",1966.1,1966
"Church, Frank Forrester","ID","D",1966.2,1966
"Church, Frank Forrester","ID","D",1966.3,1966
"Church, Frank Forrester","ID","D",1966.4,1966
"Church, Frank Forrester","ID","D",1967.1,1967
"Church, Frank Forrester","ID","D",1967.2,1967
"Church, Frank Forrester","ID","D",1967.3,1967
"Church, Frank Forrester","ID","D",1967.4,1967
"Church, Frank Forrester","ID","D",1968.1,1968
"Church, Frank Forrester","ID","D",1968.2,1968
"Church, Frank Forrester","ID","D",1968.3,1968
"Church, Frank Forrester","ID","D",1968.4,1968
"Church, Frank Forrester","ID","D",1969.1,1969
"Church, Frank Forrester","ID","D",1969.2,1969
"Church, Frank Forrester","ID","D",1969.3,1969
"Church, Frank Forrester","ID","D",1969.4,1969
"Church, Frank Forrester","ID","D",1970.1,1970
